53,Sebastiaan Bornauw,us USA,DF,Eint Frankfurt,18,2003,26,23,1928,21.4,1,0,1,0,0,8,0,183,212.2,1,0
54,Rafael Borré,us USA,MFFW,Eint Frankfurt,18,2003,32,10,1078,12.0,2,2,4,1,1,5,0,147,148.1,2,0
55,Julian Brandt,us USA,MFFW,Eint Frankfurt,18,2003,32,29,2397,26.6,9,8,17,0,0,2,0,233,311.6,9,85.22
56,Fabian Bredlow,us USA,GK,Eint Frankfurt,18,2003,15,15,1350,15.0,0,0,0,0,0,2,0,0,95.7,0,0
57,Josip Brekalo,us USA,MFFW,Eint Frankfurt,18,2003,6,3,271,3.0,0,1,1,0,0,0,0,22,35.5,0,0
58,John Brooks,us USA,DF,Eint Frankfurt,18,2003,15,15,1350,15.0,0,0,0,0,0,4,0,0,0,0,0
59,Moritz Broschinski,us USA,FWMF,Eint Frankfurt,18,2003,11,0,213,2.4,2,0,2,0,0,1,0,30,29.4,2,0
60,Cédric Brunner,us USA,DF,Eint Frankfurt,18,2003,28,28,2315,25.7,0,0,0,0,0,5,0,247,282.3,0,72.19
61,Jacob Bruun Larsen,us USA,FW,Eint Frankfurt,18,2003,12,3,328,3.6,1,0,1,0,0,0,0,14,43.2,1,0
62,Lee Buchanan,us USA,DFFW,Eint Frankfurt,18,2003,21,2,472,5.2,1,0,1,0,0,2,0,58,62.9,1,0
63,Marius Bülter,us USA,FWMF,Eint Frankfurt,18,2003,33,30,2598,28.9,11,1,12,4,4,5,0,276,318.7,0,64.68
64,Delano Burgzorg,us USA,FWMF,Eint Frankfurt,18,2003,13,0,244,2.7,0,1,1,0,0,2,0,32,33.3,0,0
65,Jonathan Burkardt,us USA,MFFW,Eint Frankfurt,18,2003,11,7,533,5.9,1,2,3,0,1,2,0,69,64.1,1,0
66,Oliver Burke,us USA,FWMF,Eint Frankfurt,18,2003,15,1,268,3.0,2,0,2,0,0,0,0,37,36.3,2,0
67,Aurélio Buta,us USA,DF,Eint Frankfurt,18,2003,18,15,1318,14.6,3,2,5,0,0,3,0,155,161.2,3,0
68,Jamie Bynoe-Gittens,us USA,FWMF,Eint Frankfurt,18,2003,15,4,533,5.9,3,1,4,0,0,1,0,68,71,3,0
69,Anthony Caci,us USA,DF,Eint Frankfurt,18,2003,31,23,2033,22.6,2,1,3,0,0,4,0,206,254.9,2,0
70,Kerim Calhanoglu,us USA,DF,Eint Frankfurt,18,2003,3,0,63,0.7,0,0,0,0,0,0,0,0,0,0,0
71,Daniel Caligiuri,us USA,DFMF,Eint Frankfurt,18,2003,13,2,290,3.2,1,0,1,0,0,1,0,40,37.9,1,0
72,Emre Can,us USA,MF,Eint Frankfurt,18,2003,27,20,1900,21.1,2,1,3,1,1,8,0,239,227.6,2,0
73,João Cancelo,us USA,DFFW,Eint Frankfurt,18,2003,15,11,1012,11.2,1,4,5,0,0,3,0,0,0,0,0
74,Irvin Cardona,us USA,MFFW,Eint Frankfurt,18,2003,10,0,318,3.5,1,0,1,0,0,2,0,35,45.4,1,0
75,Koen Casteels,us USA,GK,Eint Frankfurt,18,2003,34,34,3060,34.0,0,1,1,0,0,0,0,0,201.6,0,0
76,Julian Chabot,us USA,DF,Eint Frankfurt,18,2003,21,21,1803,20.0,0,2,2,0,0,3,0,0,0,0,0
77,Timothy Chandler,us USA,DF,Eint Frankfurt,18,2003,6,0,86,1.0,0,0,0,0,0,0,0,9,10.7,0,0
78,Fabio Chiarodia,us USA,DF,Eint Frankfurt,18,2003,3,1,66,0.7,0,0,0,0,0,0,0,3,8.2,0,0
79,Oliver Christensen,us USA,GK,Eint Frankfurt,18,2003,33,33,2970,33.0,0,0,0,0,0,2,0,0,204.5,0,0
80,Darko Churlinov,us USA,FW,Eint Frankfurt,18,2003,1,0,27,0.3,0,0,0,0,0,0,0,4,3.8,0,0
81,Tolga Ciğerci,us USA,MF,Eint Frankfurt,18,2003,11,10,672,7.5,0,1,1,0,0,2,0,0,0,0,0
82,David Čolina,us USA,DFFW,Eint Frankfurt,18,2003,7,0,166,1.8,1,0,1,0,0,0,0,27,22.4,1,0
83,Kingsley Coman,us USA,FWMF,Eint Frankfurt,18,2003,24,16,1409,15.7,8,5,13,0,0,2,1,196,167.5,8,0
84,Danny da Costa,us USA,DF,Eint Frankfurt,18,2003,23,14,1236,13.7,0,2,2,0,0,0,0,125,148.8,0,0
85,Soumaïla Coulibaly,us USA,DF,Eint Frankfurt,18,2003,1,0,45,0.5,0,0,0,0,0,0,0,2,5,0,0
86,Tanguy Coulibaly,us USA,FWDF,Eint Frankfurt,18,2003,14,0,326,3.6,4,0,4,1,1,3,0,59,46,4,0
87,Nicolas Cozza,us USA,DF,Eint Frankfurt,18,2003,5,0,100,1.1,0,0,0,0,0,0,0,10,13.2,0,0
88,Moanes Dabbur,us USA,FW,Eint Frankfurt,18,2003,21,8,933,10.4,6,2,8,0,0,3,1,0,0,0,0
89,Finn Dahmen,us USA,GK,Eint Frankfurt,18,2003,8,8,720,8.0,0,0,0,0,0,0,0,0,50,0,0
90,Mahmoud Dahoud,us USA,MF,Eint Frankfurt,18,2003,9,4,337,3.7,0,0,0,0,0,1,0,23,46.6,0,0
91,Muhammed Damar,us USA,MF,Eint Frankfurt,18,2003,6,1,159,1.8,0,0,0,0,0,0,0,12,23,0,0
92,Márton Dárdai,us USA,DFMF,Eint Frankfurt,18,2003,17,11,947,10.5,1,0,1,0,0,2,0,92,112.8,1,0
93,Vladimír Darida,us USA,MF,Eint Frankfurt,18,2003,3,0,31,0.3,0,0,0,0,0,0,0,6,5.2,0,0
94,Alphonso Davies,us USA,DF,Eint Frankfurt,18,2003,26,24,2042,22.7,1,4,5,0,0,0,0,273,247.8,1,0
95,Thomas Delaney,us USA,MF,Eint Frankfurt,18,2003,6,4,298,3.3,0,0,0,0,0,0,0,40,39.4,0,0
96,Kerem Demirbay,us USA,MF,Eint Frankfurt,18,2003,25,17,1544,17.2,4,3,7,0,0,5,0,145,196.9,4,0
97,Ermedin Demirović,us USA,FWMF,Eint Frankfurt,18,2003,30,30,2366,26.3,8,4,12,1,1,7,1,293,279.4,8,52.57
98,Sepp van den Berg,us USA,DF,Eint Frankfurt,18,2003,9,8,696,7.7,1,0,1,0,0,2,0,42,77.3,1,0
99,Moussa Diaby,us USA,FWMF,Eint Frankfurt,18,2003,33,33,2699,30.0,9,8,17,0,1,4,0,181,307.4,9,77.58
100,Abdou Diallo,us USA,DFMF,Eint Frankfurt,18,2003,8,5,478,5.3,1,0,1,0,0,2,0,59,53.7,1,0
101,Justin Diehl,us USA,MFFW,Eint Frankfurt,18,2003,2,0,17,0.2,0,0,0,0,0,0,0,1,3,0,0
